code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600000,2018-04-28,2018-03-31,0.033516,0.364859,,14459000000.000000,1.843174,,29352080397.00,28103763899.00
sh.600004,2016-04-29,2016-03-31,0.034820,0.239361,0.398409,345324898.500000,1.121244,,1150000000.00,1150000000.00
sh.600004,2018-04-21,2018-03-31,0.028433,0.253183,0.397124,436436314.200000,0.783235,,2069320514.00,2069320514.00
sh.600004,2020-04-28,2020-03-31,-0.003836,-0.048319,0.047139,-63499154.350000,0.335079,,2069320514.00,2069320514.00
sh.600006,2018-04-28,2018-03-31,0.019135,0.052150,0.147238,128172485.400000,0.129942,,2000000000.00,2000000000.00
sh.600000,2023-04-29,2023-03-31,0.022428,0.335905,,16150000000.000000,1.622163,,29352174759.00,29352174759.00
sh.600007,2017-04-29,2017-03-31,0.025531,0.263551,0.543007,158704861.000000,0.663831,,1007282534.00,1007282534.00
