code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600010,2016-04-30,2016-03-31,-0.011755,-0.103108,-0.133442,-559411716.000000,-0.123597,,32560737606.00,15742024158.00
sh.600010,2017-04-28,2017-03-31,0.004177,0.018484,0.093728,196481510.810000,0.025588,,32560737606.00,15742024158.00
sh.600009,2018-04-27,2018-03-31,0.039698,0.464193,0.506840,1058706048.140000,2.029051,,1926958448.00,1093476397.00
sh.600009,2019-04-27,2019-03-31,0.048069,0.519122,0.552394,1440253128.280000,2.389629,,1926958448.00,1093476397.00
sh.600007,2024-04-27,2024-03-31,0.034104,0.342686,0.605287,336647495.000000,1.266993,,1007282534.00,1007282534.00
sh.600010,2021-04-30,2021-03-31,0.013797,0.049508,0.137674,866527653.570000,0.032121,,45585032648.00,31677211587.00
sh.600010,2022-04-28,2022-03-31,0.005969,0.011947,0.076529,241061032.000000,0.054034,,45585032648.00,31677211587.00
sh.600010,2025-04-29,2025-03-31,0.000866,0.000427,0.082506,6591954.770000,0.005431,,45288619348.00,31380798287.00
