code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600006,2017-04-29,2017-03-31,0.010752,-0.001576,0.115625,-6046409.370000,0.083928,,2000000000.00,2000000000.00
sh.600000,2022-04-28,2022-03-31,0.028568,0.391924,,19597000000.000000,1.829302,,29352171861.00,29352171861.00
sh.600000,2025-04-30,2025-03-31,0.023725,0.387091,,17776000000.000000,1.547892,,29352178996.00,29352178996.00
sh.600008,2017-04-28,2017-03-31,0.010656,0.069677,0.337471,123273479.550000,0.128585,,4820614124.00,4820614124.00
sh.600006,2020-04-29,2020-03-31,-0.003739,-0.017667,0.103963,-36499845.060000,0.149367,,2000000000.00,2000000000.00
sh.600006,2023-04-29,2023-03-31,0.011600,0.038156,0.085502,100629512.360000,0.131028,,2000000000.00,2000000000.00
