code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600000,2016-04-30,2016-03-31,0.042265,0.332654,,14035000000.000000,2.713685,,19652981747.00,18653471415.00
sh.600004,2017-04-29,2017-03-31,0.037044,0.259369,0.386756,410774438.580000,1.257727,,1156416852.00,1156416852.00
sh.600000,2020-04-25,2020-03-31,0.030746,0.316289,,17530000000.000000,2.037777,,29352080397.00,28103763899.00
sh.600004,2021-04-30,2021-03-31,-0.008152,-0.128750,-0.033459,-152625642.330000,-0.144490,,2366718283.00,2069320514.00
sh.600004,2023-04-19,2023-03-31,0.002599,0.037631,0.169253,51150627.100000,-0.398770,,2366718283.00,2366718283.00
sh.600005,2016-04-26,2016-03-31,0.001069,0.002514,0.083502,32399277.860000,-0.786984,,10093779823.00,10093779823.00
