code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600008,2016-04-26,2016-03-31,0.011245,0.075343,0.385553,106835595.020000,0.216102,,2410307062.00,2410307062.00
sh.600007,2021-04-30,2021-03-31,0.029222,0.283243,0.545978,237712806.000000,0.852917,,1007282534.00,1007282534.00
sh.600007,2023-04-29,2023-03-31,0.034340,0.333534,0.606174,319672191.000000,1.159389,,1007282534.00,1007282534.00
sh.600008,2024-04-27,2024-03-31,0.012361,0.109775,0.337003,477839083.590000,0.224039,,7340590677.00,7340590677.00
sh.600008,2025-04-30,2025-03-31,0.013187,0.125592,0.350099,532721568.530000,0.485318,,7340590677.00,7340590677.00
