date,open,high,low,close,volume,amount,turn
2026-01-05,11.0000000000,11.9800000000,11.0000000000,11.6900000000,35805537,415925918.0600,7.969000
2026-01-06,11.6700000000,11.7600000000,11.4700000000,11.5900000000,21852128,252900366.6300,4.863500
2026-01-07,11.7200000000,12.5000000000,11.6100000000,12.3000000000,41837481,506629623.9400,9.311400
2026-01-08,12.0900000000,12.4700000000,12.0900000000,12.2700000000,26220128,321195406.2200,5.835600
2026-01-09,12.4000000000,13.3300000000,12.2800000000,13.1500000000,38865262,500424049.5000,8.649900
2026-01-12,13.1000000000,13.1000000000,12.4000000000,12.5300000000,50423455,637357930.9800,11.222400
2026-01-13,12.4200000000,12.8700000000,12.1000000000,12.6200000000,34469201,433035337.2200,7.671500
2026-01-14,12.7100000000,12.9000000000,12.1500000000,12.3100000000,30777493,384348947.0400,6.849900
2026-01-15,12.3100000000,12.5300000000,12.1700000000,12.4400000000,18080922,222783398.8600,4.024100
2026-01-16,12.9000000000,13.0000000000,12.4200000000,12.4900000000,22635000,286023196.9500,5.037700
2026-01-19,12.5000000000,12.9700000000,12.5000000000,12.8000000000,26522221,340118908.5600,5.902800
2026-01-20,12.9900000000,13.2500000000,12.6200000000,12.8200000000,28777576,370663147.3300,6.404800
2026-01-21,12.5800000000,12.8900000000,12.4200000000,12.8200000000,17614896,223331482.0800,3.920400
2026-01-22,12.7000000000,12.9400000000,12.7000000000,12.8100000000,12860981,164699410.2000,2.862400
2026-01-23,13.1500000000,13.5500000000,12.8600000000,12.9900000000,38425003,507379632.3300,8.552000
2026-01-26,12.9900000000,13.1000000000,12.7300000000,12.8100000000,20834015,268011065.0300,4.636900
2026-01-27,12.7100000000,12.8000000000,12.3000000000,12.6500000000,17166377,215041114.2800,3.820600
2026-01-28,12.5900000000,12.7700000000,12.4700000000,12.5600000000,9895589,124321294.0600,2.202400
2026-01-29,12.5700000000,12.5700000000,11.7500000000,11.8400000000,25542213,308232191.4200,5.684700
2026-01-30,11.7700000000,11.9100000000,11.4100000000,11.8000000000,15373429,179776809.6500,3.421500
2026-02-02,11.9400000000,12.1900000000,11.7100000000,11.8600000000,19556782,234199416.5900,4.352600
2026-02-03,11.8600000000,12.1300000000,11.7000000000,12.1100000000,13825671,165192116.3300,3.077100
2026-02-04,12.1300000000,12.4100000000,11.9400000000,12.1200000000,13509960,164105270.6600,3.006800
2026-02-05,12.0400000000,12.1100000000,11.6500000000,11.7200000000,12216457,144140307.7200,2.718900
2026-02-06,11.6500000000,12.1900000000,11.5800000000,12.0000000000,13232100,158762418.7100,2.945000
2026-02-09,12.1800000000,12.3300000000,11.9200000000,12.2900000000,12598396,152872791.9400,2.803900
2026-02-10,12.2500000000,12.5600000000,12.2000000000,12.3200000000,10171958,125822523.9800,2.263900
2026-02-11,12.2600000000,12.5100000000,12.2000000000,12.3900000000,10759305,133258385.8500,2.394600
2026-02-12,12.3900000000,12.7000000000,12.2900000000,12.5800000000,12824343,160797560.0100,2.854200
2026-02-13,12.5000000000,12.5500000000,12.2800000000,12.3900000000,9978823,124175464.8900,2.220900
2026-02-24,12.5400000000,12.8500000000,12.4900000000,12.8000000000,14792282,188570014.3700,3.292200
2026-02-25,12.8400000000,12.8700000000,12.6200000000,12.7800000000,11296694,143690776.0300,2.514200
2026-02-26,12.7500000000,13.1800000000,12.7300000000,13.0900000000,16409729,213824423.7200,3.652200
2026-02-27,12.9800000000,13.3100000000,12.9400000000,13.2600000000,15777950,207159728.0400,3.511600
2026-03-02,13.0500000000,13.6200000000,13.0000000000,13.2100000000,25415600,338530494.4000,5.656600
2026-03-03,13.2400000000,13.3500000000,12.4500000000,12.5100000000,23106097,295908675.1400,5.142500
2026-03-04,12.3200000000,12.8600000000,12.2600000000,12.6500000000,17141517,217500469.6900,3.815100
2026-03-05,12.8400000000,14.3500000000,12.8400000000,13.9000000000,60286056,830211961.9900,13.417400
2026-03-06,13.7600000000,14.4500000000,13.6300000000,14.2100000000,39895794,562108346.7800,8.879300
2026-03-09,13.9000000000,14.4100000000,13.7200000000,14.2400000000,38111980,537350294.4400,8.482300
2026-03-10,14.3000000000,14.6700000000,14.1100000000,14.4700000000,31537553,455553709.8700,7.019100
2026-03-11,14.6300000000,14.6400000000,13.9900000000,14.0800000000,28296063,400286272.3700,6.297600
2026-03-12,14.0700000000,14.1000000000,13.6300000000,13.7900000000,22871102,316005317.7400,5.090200
2026-03-13,13.7600000000,13.9300000000,13.2500000000,13.3100000000,16943017,229498302.3800,3.770900
2026-03-16,13.3800000000,13.4700000000,12.7300000000,13.1900000000,19457330,253172061.8400,4.330500
2026-03-17,13.2800000000,13.5600000000,12.9800000000,13.0000000000,15972940,211770718.1800,3.555000
2026-03-18,12.9900000000,13.4100000000,12.9900000000,13.3200000000,14371289,190385861.3900,3.198500
2026-03-19,13.1100000000,13.2000000000,12.8100000000,12.8300000000,12759257,165734800.8500,2.839700
2026-03-20,12.8800000000,13.4700000000,12.8800000000,13.1200000000,24988800,329977662.9600,5.561600
2026-03-23,12.8000000000,12.9400000000,11.8000000000,11.8900000000,28152597,348766198.7800,6.265700
2026-03-24,12.3000000000,12.4900000000,11.9200000000,12.4500000000,18888946,230685997.2200,4.204000
2026-03-25,12.5100000000,12.9300000000,12.5100000000,12.7300000000,13474324,171682266.8200,2.998900
