date,open,high,low,close,volume,amount,turn
2026-01-05,16.4883955000,17.0254120000,16.4486165000,16.8165722500,68506042,1150991650.9000,1.668100
2026-01-06,16.9657435000,18.3480637500,16.9458540000,18.1193345000,73592081,1306970656.6000,1.791900
2026-01-07,18.1889477500,18.8751355000,17.6419865000,18.4276217500,89817541,1647244373.8400,2.187000
2026-01-08,17.9999975000,18.1591135000,17.2342517500,17.5425390000,84769188,1504294862.3300,2.064100
2026-01-09,17.2143622500,18.0397765000,17.1546937500,18.0298317500,74865318,1337279295.0900,1.822900
2026-01-12,18.1790030000,18.3977875000,17.3635335000,17.7414340000,73508711,1312410534.8600,1.789900
2026-01-13,17.7016550000,18.4375665000,17.5524837500,18.0497212500,49430489,899817068.4700,1.203600
2026-01-14,18.1491687500,18.7856327500,17.7812130000,18.2088372500,68219824,1252916645.1600,1.661100
2026-01-15,18.0994450000,19.3922625000,18.0696107500,18.5071797500,70174519,1315749340.3800,1.708700
2026-01-16,18.4773455000,19.2430912500,17.8309367500,17.9005500000,79355918,1467153043.3800,1.932300
2026-01-19,17.7812130000,18.8950250000,17.7812130000,18.7657432500,60286486,1120793342.8900,1.467900
2026-01-20,18.7856327500,19.2729255000,18.3480637500,18.9348040000,63822418,1207082504.8800,1.554000
2026-01-21,18.8154670000,18.9944725000,18.2585610000,18.5270692500,58485903,1087770049.5400,1.424100
2026-01-22,18.3878427500,18.7756880000,18.1690582500,18.6265167500,34107051,633457568.1000,0.830500
2026-01-23,18.6464062500,19.2629807500,18.4176770000,19.0939200000,55122278,1050166118.1200,1.342200
2026-01-26,19.2828702500,19.7502735000,18.8950250000,19.3027597500,73765399,1430772940.9100,1.796200
2026-01-27,18.9944725000,19.2828702500,18.3281742500,18.7359090000,67388671,1273023848.6700,1.640900
2026-01-28,18.8850802500,20.6055220000,18.3082847500,20.6055220000,104408004,2073057199.7900,2.542300
2026-01-29,20.6154667500,21.7591130000,19.2928150000,20.3867375000,123002204,2532774982.2900,2.995000
2026-01-30,19.0939200000,19.4220967500,18.3480637500,18.7458537500,120142133,2244087347.9500,2.925400
2026-02-02,17.3834230000,18.8850802500,17.3038650000,17.8906052500,133212623,2441189720.7500,3.243700
2026-02-03,17.9005500000,18.4773455000,17.6121522500,18.0895002500,85272217,1537242310.8100,2.076300
2026-02-04,18.4475112500,18.5767930000,17.9104947500,18.1988925000,55723532,1017630307.8400,1.356800
2026-02-05,17.9502737500,18.1988925000,17.1049700000,17.4729257500,55754118,979668328.6300,1.357600
2026-02-06,16.9160197500,18.1690582500,16.5878430000,17.8408815000,71440426,1277047824.5300,1.739500
2026-02-09,18.0497212500,18.1093897500,17.7016550000,17.9005500000,32900328,591216967.2600,0.801100
2026-02-10,18.0397765000,18.3281742500,17.8607710000,17.9999975000,33763809,612852805.9600,0.822100
2026-02-11,17.9300000000,18.3600000000,17.8000000000,18.1600000000,35356186,641616476.4800,0.860900
2026-02-12,18.1200000000,18.1700000000,17.7400000000,17.9000000000,45470998,816224851.7500,1.107200
2026-02-13,17.7500000000,17.7900000000,17.0200000000,17.1200000000,63823382,1106038086.4000,1.554100
2026-02-24,17.4500000000,17.5900000000,17.0500000000,17.1300000000,57088970,983461044.1300,1.390100
2026-02-25,17.1400000000,18.2200000000,17.1300000000,17.9600000000,69383141,1237470532.1100,1.689400
2026-02-26,18.1800000000,18.2000000000,17.3100000000,17.6500000000,54374984,956832526.7800,1.324000
2026-02-27,17.5200000000,18.2900000000,17.4200000000,17.6700000000,46929964,834596677.2300,1.142700
2026-03-02,17.8800000000,18.5900000000,17.5700000000,18.4300000000,80125202,1452930818.8400,1.951000
2026-03-03,18.3800000000,19.1800000000,18.1000000000,18.1800000000,96231931,1784408572.6000,2.343200
2026-03-04,18.5200000000,19.5900000000,18.4900000000,18.9200000000,114676196,2185476417.2500,2.792300
2026-03-05,19.3700000000,19.9300000000,19.0000000000,19.1900000000,107838654,2089045291.6000,2.625800
2026-03-06,18.7900000000,18.7900000000,17.6500000000,18.2900000000,84977861,1548359525.8300,2.069200
2026-03-09,18.6900000000,19.1600000000,18.1600000000,18.3100000000,77967229,1447232673.0400,1.898500
2026-03-10,17.9500000000,18.2800000000,17.5500000000,17.6900000000,66637474,1180066331.2200,1.622600
2026-03-11,17.7800000000,18.7700000000,17.7200000000,18.7000000000,88421160,1615386292.2400,2.153000
2026-03-12,18.9000000000,19.9800000000,18.5500000000,19.4800000000,88341257,1723597205.5900,2.151100
2026-03-13,19.6400000000,20.0000000000,18.5000000000,18.6600000000,67692480,1300857999.5000,1.648300
2026-03-16,18.7900000000,18.8900000000,17.4500000000,18.3700000000,87330015,1584812175.2100,2.126400
2026-03-17,18.4000000000,18.8400000000,17.4700000000,17.5200000000,53778388,967213081.9000,1.309500
2026-03-18,17.3500000000,17.5700000000,16.6600000000,16.9600000000,71371079,1207374556.1300,1.737900
2026-03-19,16.5900000000,16.8300000000,16.0100000000,16.2100000000,89843397,1464545785.0900,2.187600
2026-03-20,16.2000000000,16.2000000000,15.3500000000,15.4100000000,95310999,1499946507.7600,2.320800
2026-03-23,14.9800000000,15.5800000000,14.6600000000,15.1300000000,118204891,1788335189.1400,2.878200
2026-03-24,15.2900000000,15.6000000000,14.7400000000,15.4900000000,93327601,1416140501.3200,2.272500
2026-03-25,15.9600000000,16.2400000000,15.7200000000,15.7900000000,63688761,1016625302.2900,1.550800
