date,open,high,low,close,volume,amount,turn
2026-01-05,12.2500000000,12.5500000000,12.0900000000,12.2300000000,9577489,117878756.1800,4.200800
2026-01-06,12.3100000000,12.4800000000,12.0900000000,12.2000000000,7116052,86899419.4700,3.121200
2026-01-07,12.2600000000,12.5800000000,12.1400000000,12.2600000000,10488420,129332115.1300,4.600300
2026-01-08,12.4100000000,12.4600000000,12.1700000000,12.3700000000,7812843,96366621.0600,3.426800
2026-01-09,12.4600000000,12.5400000000,12.2000000000,12.4500000000,10545174,130695612.6200,4.625200
2026-01-12,12.7000000000,12.8800000000,12.5200000000,12.6200000000,10884507,137634826.0800,4.774000
2026-01-13,12.7000000000,13.0300000000,12.4500000000,12.8900000000,16784192,214594198.6100,7.361700
2026-01-14,12.8900000000,13.5800000000,12.6800000000,13.1900000000,22630568,297625111.1900,9.926000
2026-01-15,13.1900000000,13.3800000000,12.9600000000,13.1500000000,11791130,154341203.1500,5.171700
2026-01-16,13.8800000000,13.8900000000,13.0600000000,13.1000000000,20187727,269711018.9300,8.854500
2026-01-19,12.8800000000,13.6700000000,12.8100000000,13.6100000000,19604683,263293396.0200,8.598800
2026-01-20,13.6700000000,14.2500000000,13.4200000000,13.7900000000,21703903,299883669.5400,9.519500
2026-01-21,13.6600000000,13.6600000000,13.2400000000,13.3400000000,12711066,170179353.6700,5.575200
2026-01-22,13.5100000000,14.0600000000,13.3600000000,13.8600000000,18115536,248401775.5200,7.945600
2026-01-23,13.9100000000,14.2300000000,13.6200000000,13.9300000000,16877254,235153974.5200,7.402500
2026-01-26,13.9000000000,14.5400000000,13.6500000000,13.6700000000,18254954,255662736.7200,8.006800
2026-01-27,13.7000000000,13.8200000000,13.1000000000,13.5500000000,13534750,181600741.2800,5.936500
2026-01-28,13.4300000000,13.5800000000,13.2200000000,13.2500000000,9196989,122526294.9100,4.033900
2026-01-29,13.2600000000,13.6400000000,13.0400000000,13.1400000000,11200772,149520241.2800,4.912800
2026-01-30,13.1900000000,13.5800000000,12.9100000000,13.3300000000,9997991,132604970.5400,4.385200
2026-02-02,13.4200000000,13.7700000000,13.3100000000,13.4700000000,13124365,177728338.7800,5.756500
2026-02-03,13.4700000000,13.7900000000,13.3400000000,13.7800000000,13032249,176886340.5600,5.716100
2026-02-04,13.7900000000,14.3000000000,13.5800000000,14.1400000000,21842022,305742814.6700,9.580100
2026-02-05,13.9000000000,13.9500000000,13.3400000000,13.4700000000,14148801,191062090.7100,6.205800
2026-02-06,13.3600000000,14.2600000000,13.1000000000,13.8200000000,21521314,299228896.7700,9.439400
2026-02-09,13.9200000000,14.1500000000,13.6100000000,14.0400000000,17311214,241469945.0100,7.592800
2026-02-10,13.9700000000,14.0800000000,13.7100000000,13.7100000000,10994580,151921668.4400,4.822300
2026-02-11,13.9800000000,14.3400000000,13.5200000000,13.6400000000,27728529,385789189.9200,12.162000
2026-02-12,13.7600000000,14.1000000000,13.3100000000,13.8400000000,21961486,302443894.3400,9.632500
2026-02-13,13.8200000000,13.8200000000,13.3000000000,13.3300000000,15788361,213298106.3900,6.924900
2026-02-24,13.5800000000,14.0500000000,13.4600000000,13.9500000000,21879787,301944933.5800,9.596700
2026-02-25,13.9500000000,14.1400000000,13.7500000000,14.1300000000,15048410,210345951.9800,6.600400
2026-02-26,14.2000000000,14.9900000000,14.0700000000,14.7900000000,29951798,439141770.9700,13.137100
2026-02-27,14.7100000000,14.7900000000,14.2000000000,14.6500000000,22903080,330086971.2900,10.045500
2026-03-02,14.3500000000,14.8800000000,14.2200000000,14.4000000000,16590998,239734126.1000,7.277000
2026-03-03,14.3400000000,14.4900000000,13.4000000000,13.5200000000,19906399,275690440.6400,8.731100
2026-03-04,13.3100000000,14.0500000000,13.2800000000,13.8200000000,15952554,220665170.7000,6.996900
2026-03-05,13.9700000000,15.0700000000,13.9700000000,14.6300000000,32157923,468216992.3200,14.104700
2026-03-06,14.6500000000,15.0400000000,14.5000000000,14.8700000000,21015396,311416986.0500,9.217500
2026-03-09,14.9500000000,15.1500000000,14.6100000000,15.0500000000,27593704,411215223.0600,12.102800
2026-03-10,15.0400000000,15.6000000000,14.9100000000,15.3500000000,28346758,434216508.5100,12.433100
2026-03-11,15.3500000000,18.0000000000,15.2000000000,16.8900000000,53351422,880196795.7800,23.400400
2026-03-12,16.8000000000,17.6600000000,16.3100000000,17.5400000000,54212383,930569166.5700,23.778000
2026-03-13,17.0000000000,17.1000000000,15.7100000000,15.9000000000,39588221,647345235.1800,17.363700
2026-03-16,15.7700000000,15.9400000000,14.9200000000,15.0900000000,25970453,396289626.9400,11.390900
2026-03-17,15.4200000000,15.6000000000,14.5700000000,14.6300000000,22023801,332020220.0400,9.659800
2026-03-18,14.7400000000,15.1100000000,14.5300000000,14.9500000000,16385637,242944455.5500,7.186900
2026-03-19,14.5000000000,14.5900000000,14.0400000000,14.1600000000,17566315,250839525.6900,7.704700
2026-03-20,14.2800000000,14.6300000000,13.9900000000,14.0000000000,16023608,229405411.6600,7.028100
2026-03-23,13.8600000000,13.9200000000,12.8700000000,12.9700000000,14951608,200471473.3800,6.557900
2026-03-24,13.3000000000,13.6800000000,13.1400000000,13.6700000000,16245699,217967296.6600,7.125500
2026-03-25,13.6200000000,13.9100000000,13.4600000000,13.6200000000,13636851,186701369.1600,5.981200
