date,open,high,low,close,volume,amount,turn
2026-01-05,24.2800000000,24.2900000000,23.9000000000,24.0400000000,2903400,69628310.2800,0.410200
2026-01-06,23.9000000000,25.1000000000,23.8100000000,24.6800000000,6847962,168484904.4900,0.967600
2026-01-07,24.6700000000,24.6800000000,24.3200000000,24.5200000000,2878511,70536671.7200,0.406700
2026-01-08,24.2100000000,24.6300000000,24.2100000000,24.5200000000,2880900,70372416.0000,0.407100
2026-01-09,24.5600000000,24.8800000000,24.1400000000,24.5200000000,4260807,103867736.3600,0.602000
2026-01-12,24.5200000000,24.5200000000,23.8300000000,24.2000000000,3699120,89147417.9000,0.522700
2026-01-13,24.1600000000,24.1600000000,23.6000000000,23.6800000000,4287205,102141588.2000,0.605800
2026-01-14,23.8700000000,23.9200000000,23.0100000000,23.2400000000,5262672,123656833.5700,0.743600
2026-01-15,23.2600000000,23.6300000000,23.2000000000,23.3300000000,2898708,67694438.0800,0.409600
2026-01-16,23.4600000000,23.6900000000,23.2400000000,23.5400000000,2664090,62529368.4000,0.376400
2026-01-19,23.3000000000,23.9400000000,23.3000000000,23.8100000000,3518100,83556060.0000,0.497100
2026-01-20,23.7500000000,23.8500000000,23.4500000000,23.6600000000,2641677,62358820.2200,0.373300
2026-01-21,23.5500000000,23.8800000000,23.3800000000,23.5800000000,3075012,72675484.2400,0.434500
2026-01-22,23.6200000000,24.3000000000,23.3900000000,24.1200000000,6277744,150108898.5500,0.887000
2026-01-23,24.2400000000,24.3200000000,23.8400000000,24.0100000000,3480035,83410171.5700,0.491700
2026-01-26,24.0000000000,24.4600000000,23.6500000000,24.3300000000,6707527,162260850.8600,0.947800
2026-01-27,24.2500000000,24.3500000000,23.6100000000,23.7600000000,4831631,115252409.0000,0.682700
2026-01-28,23.7600000000,24.1400000000,23.4500000000,24.0300000000,4754751,113559088.1000,0.671800
2026-01-29,24.0500000000,24.6800000000,23.9500000000,24.1200000000,7021971,170956217.2800,0.992200
2026-01-30,24.1200000000,24.6100000000,23.8500000000,24.5500000000,6068241,147792673.0800,0.857400
2026-02-02,24.5800000000,24.8600000000,23.1600000000,23.2800000000,7757905,185076534.0000,1.096200
2026-02-03,23.5300000000,23.9500000000,23.3800000000,23.9000000000,3698598,87622868.9400,0.522600
2026-02-04,23.8200000000,24.5700000000,23.7200000000,24.5500000000,6390340,155347828.0000,0.902900
2026-02-05,24.4800000000,24.6500000000,24.1500000000,24.5500000000,3128012,76438088.5500,0.442000
2026-02-06,24.3000000000,24.8800000000,24.1200000000,24.5700000000,3949246,97335590.8200,0.558000
2026-02-09,24.6800000000,24.6800000000,24.2300000000,24.5400000000,3898900,95250797.3600,0.550900
2026-02-10,24.5400000000,24.6900000000,24.2600000000,24.4700000000,2220600,54409651.1500,0.313800
2026-02-11,24.4900000000,25.3000000000,24.4100000000,24.9200000000,7739217,192936787.9600,1.093500
2026-02-12,24.9900000000,25.4900000000,24.5600000000,24.6800000000,5286737,131885067.0500,0.747000
2026-02-13,24.7000000000,24.9400000000,24.4200000000,24.5000000000,3484593,85953560.2800,0.492400
2026-02-24,24.7800000000,25.0400000000,24.2900000000,24.6000000000,3809300,94195880.0000,0.538200
2026-02-25,24.6800000000,25.2800000000,24.5700000000,24.6800000000,6145600,153471751.0000,0.868400
2026-02-26,24.8300000000,25.3800000000,24.7700000000,25.2500000000,7110990,178493408.0800,1.004800
2026-02-27,25.2100000000,25.2900000000,24.7200000000,24.8000000000,5214300,130012538.6100,0.736800
2026-03-02,24.6600000000,25.2300000000,24.2400000000,24.9600000000,6034506,149353364.6600,0.852700
2026-03-03,24.8800000000,25.2800000000,24.1200000000,24.2100000000,6890117,168857443.9700,0.973600
2026-03-04,24.2100000000,24.6600000000,24.0000000000,24.2000000000,4855500,117731288.0000,0.686100
2026-03-05,24.2600000000,24.5900000000,24.0800000000,24.2200000000,4091500,99386163.0000,0.578100
2026-03-06,24.2200000000,24.7000000000,24.1400000000,24.5600000000,3024500,74098608.0000,0.427400
2026-03-09,24.4600000000,24.4600000000,23.7300000000,24.0900000000,7004204,167928034.8000,0.989700
2026-03-10,24.3400000000,24.4400000000,24.0800000000,24.3100000000,2304700,55837279.0000,0.325600
2026-03-11,24.3100000000,24.7000000000,24.2400000000,24.6200000000,3764330,92489470.5500,0.531900
2026-03-12,24.6000000000,24.6200000000,24.2500000000,24.4200000000,2894200,70617031.0000,0.408900
2026-03-13,24.3800000000,24.6900000000,24.0100000000,24.0400000000,3170377,77451455.8500,0.448000
2026-03-16,24.4900000000,24.4900000000,23.6000000000,23.9500000000,4402820,104713257.6000,0.622100
2026-03-17,23.9500000000,23.9700000000,23.3000000000,23.3200000000,3928900,92653963.0000,0.555100
2026-03-18,23.3200000000,23.5500000000,22.9600000000,23.2800000000,4535009,104887512.4200,0.640800
2026-03-19,23.2500000000,23.2500000000,22.3800000000,22.5100000000,3786300,85811337.0000,0.535000
2026-03-20,22.3300000000,22.7000000000,22.2000000000,22.2300000000,2769112,62004515.5600,0.391300
2026-03-23,21.8900000000,23.0900000000,21.8900000000,22.5200000000,8643187,196166679.2000,1.221300
2026-03-24,23.1200000000,23.2000000000,22.1100000000,22.5700000000,4670890,104815456.8000,0.660000
2026-03-25,22.5200000000,23.3600000000,22.4400000000,22.8700000000,5079430,116983210.7000,0.717700
