date,open,high,low,close,volume,amount,turn
2026-01-05,30.2700000000,30.7300000000,30.1400000000,30.3900000000,1110300,33837590.0000,1.665100
2026-01-06,30.3200000000,30.6600000000,30.3200000000,30.4400000000,814300,24805615.7400,1.221200
2026-01-07,30.4000000000,30.6000000000,30.1400000000,30.2600000000,1274994,38631035.5600,1.912100
2026-01-08,30.1300000000,30.7000000000,30.1300000000,30.5700000000,1252300,38221323.0000,1.878100
2026-01-09,30.6200000000,30.9200000000,30.4600000000,30.9200000000,1066900,32764214.0000,1.600000
2026-01-12,31.0000000000,31.4300000000,30.9000000000,31.3500000000,1156000,36070407.0000,1.733700
2026-01-13,31.3500000000,31.7900000000,31.0300000000,31.4100000000,1249700,39321841.0000,1.874200
2026-01-14,31.4300000000,31.7600000000,30.9500000000,31.3200000000,1165800,36607682.0000,1.748400
2026-01-15,31.3100000000,31.6700000000,31.1300000000,31.5600000000,830200,26121963.0000,1.245100
2026-01-16,31.6300000000,31.7800000000,31.2800000000,31.5600000000,907800,28607296.0000,1.361400
2026-01-19,31.4900000000,32.1200000000,31.3500000000,32.1100000000,1086200,34663376.0000,1.629000
2026-01-20,32.1800000000,32.3300000000,31.7300000000,32.0300000000,849400,27193573.0000,1.273800
2026-01-21,31.9900000000,32.3400000000,31.7400000000,32.2700000000,924300,29660219.0000,1.386200
2026-01-22,32.2800000000,32.5900000000,32.1400000000,32.4200000000,947100,30672860.0000,1.420400
2026-01-23,32.4800000000,32.6300000000,32.2500000000,32.6300000000,827700,26883486.0000,1.241300
2026-01-26,32.6300000000,32.6900000000,31.8300000000,32.2400000000,1371500,44251856.0000,2.056800
2026-01-27,32.2000000000,32.3900000000,31.2800000000,32.1300000000,1090300,34742039.0000,1.635100
2026-01-28,32.1300000000,32.5600000000,31.5400000000,31.7500000000,1443500,46029843.0000,2.164800
2026-01-29,31.7500000000,32.2000000000,31.2300000000,31.7200000000,1213300,38534291.0000,1.819600
2026-01-30,31.6900000000,32.3300000000,31.6400000000,32.2500000000,1314800,42138461.0000,1.971800
2026-02-02,32.2800000000,32.9100000000,32.0400000000,32.0600000000,1374400,44757084.0000,2.061200
2026-02-03,32.5000000000,32.8900000000,32.0600000000,32.7200000000,1195300,39046045.0000,1.792600
2026-02-04,32.7500000000,33.1200000000,32.5000000000,32.8800000000,947000,31151750.2000,1.420200
2026-02-05,32.9000000000,33.0600000000,32.6500000000,32.7200000000,1016540,33354082.8000,1.524500
2026-02-06,32.6000000000,33.0100000000,32.4800000000,32.6200000000,1090900,35759311.0000,1.636000
2026-02-09,32.9600000000,33.1500000000,32.8000000000,33.0500000000,1019760,33647908.8000,1.529300
2026-02-10,33.2200000000,33.3100000000,32.9400000000,33.0500000000,987600,32719226.0000,1.481100
2026-02-11,33.0400000000,33.6600000000,32.8100000000,33.2900000000,1452339,48368664.9400,2.178100
2026-02-12,33.1800000000,33.4000000000,32.8100000000,33.0700000000,967000,32060435.0000,1.450200
2026-02-13,33.2700000000,33.4200000000,32.8800000000,32.9100000000,1033985,34254265.6000,1.550700
2026-02-24,32.9400000000,33.5000000000,32.9300000000,33.4900000000,956400,31825435.0000,1.434300
2026-02-25,33.5900000000,33.7600000000,33.1600000000,33.1800000000,837300,28041505.0000,1.255700
2026-02-26,33.3600000000,33.3800000000,32.8800000000,33.1000000000,994000,32900150.0000,1.490700
2026-02-27,32.9500000000,33.2800000000,32.7000000000,33.1800000000,1269700,41838714.0000,1.904200
2026-03-02,32.7000000000,33.2000000000,32.1400000000,32.2100000000,1570400,51071563.0000,2.355100
2026-03-03,32.1800000000,32.5500000000,31.6200000000,31.6500000000,1385700,44430542.9200,2.078100
2026-03-04,31.3500000000,31.8100000000,30.8100000000,31.2400000000,1278000,40044044.0000,1.916600
2026-03-05,31.5700000000,32.0800000000,31.3300000000,31.5000000000,1001399,31779354.1800,1.501800
2026-03-06,31.4300000000,32.6000000000,31.4300000000,32.5600000000,1076600,34760634.0000,1.614600
2026-03-09,32.0500000000,32.6900000000,31.8500000000,32.4300000000,1232501,39778324.0400,1.848400
2026-03-10,32.7000000000,33.4000000000,32.6300000000,33.3600000000,1024200,33977425.0000,1.536000
2026-03-11,33.5300000000,33.5800000000,32.9300000000,33.2600000000,1048300,34901775.9700,1.572100
2026-03-12,33.1800000000,33.3800000000,32.5500000000,32.7100000000,1006500,33147004.0000,1.509400
2026-03-13,32.6000000000,33.3500000000,32.4300000000,32.8200000000,805500,26517249.0000,1.208000
2026-03-16,32.5500000000,33.1900000000,32.5100000000,32.6800000000,936100,30691585.0000,1.403900
2026-03-17,32.8100000000,32.9800000000,30.9500000000,31.9100000000,1035800,33436851.0000,1.553400
2026-03-18,31.9000000000,32.5400000000,31.6300000000,32.4900000000,925100,29713883.0000,1.387400
2026-03-19,32.1900000000,32.5000000000,31.4500000000,31.5100000000,997200,31768956.0000,1.495500
2026-03-20,31.5100000000,31.7800000000,29.8700000000,29.9100000000,2087300,63592805.0000,3.130300
2026-03-23,29.5000000000,29.9000000000,27.5300000000,27.8000000000,2295600,65545390.0000,3.442700
2026-03-24,28.5900000000,29.6000000000,27.9200000000,29.5000000000,2527480,72804894.6000,3.790500
2026-03-25,29.8800000000,31.0000000000,29.8700000000,30.9000000000,2510680,77042298.6000,3.765300
