date,open,high,low,close,volume,amount,turn
2026-01-05,33.1600000000,33.9400000000,32.8100000000,33.6400000000,2710734,90847592.4300,1.073300
2026-01-06,33.8000000000,34.7700000000,33.5100000000,34.2500000000,3617192,124036954.0800,1.432300
2026-01-07,34.2500000000,34.2500000000,33.4200000000,33.8800000000,2724043,92090254.3000,1.078600
2026-01-08,33.6700000000,34.1500000000,33.5900000000,33.8900000000,1864762,63256288.6700,0.738400
2026-01-09,34.0000000000,34.5400000000,33.8100000000,34.2100000000,2241944,76569409.8500,0.887700
2026-01-12,34.4000000000,34.8200000000,33.6500000000,34.7900000000,3135252,107476979.1400,1.241400
2026-01-13,35.0500000000,35.2500000000,33.9400000000,34.1500000000,3118695,107077164.9000,1.234900
2026-01-14,34.3300000000,34.6600000000,33.2400000000,33.7400000000,3098053,105401192.7700,1.226700
2026-01-15,33.6100000000,34.3100000000,33.5500000000,34.1900000000,1779264,60540303.3100,0.704500
2026-01-16,34.4800000000,34.9200000000,34.1000000000,34.6000000000,2155469,74381770.9600,0.853500
2026-01-19,34.5500000000,35.4800000000,34.5500000000,34.8800000000,2631893,92237610.1600,1.042100
2026-01-20,34.8800000000,35.3700000000,33.9100000000,34.5000000000,3310082,114068114.9100,1.310700
2026-01-21,34.2000000000,34.8400000000,34.0000000000,34.2400000000,3490961,119796702.1900,1.382300
2026-01-22,34.3700000000,34.5900000000,33.9000000000,34.1100000000,2539448,86879100.8000,1.005500
2026-01-23,34.0500000000,35.1500000000,34.0500000000,34.6000000000,4338047,150010236.3800,1.717700
2026-01-26,34.6500000000,34.8800000000,32.3600000000,32.9000000000,5854204,193342887.3300,2.318000
2026-01-27,32.9400000000,33.6600000000,31.9800000000,33.2400000000,4503860,147411915.9500,1.783300
2026-01-28,33.1900000000,33.3300000000,32.2800000000,32.4200000000,2787957,90917749.2600,1.103900
2026-01-29,32.4200000000,32.9400000000,31.3600000000,31.6000000000,4854605,155659489.6800,1.922200
2026-01-30,31.4400000000,31.7800000000,30.5600000000,30.9700000000,3360479,104555185.0300,1.330600
2026-02-02,30.9800000000,31.1000000000,29.4400000000,29.5700000000,5513182,165342765.0700,2.183000
2026-02-03,29.7200000000,30.0600000000,29.5100000000,29.9000000000,3174913,94571051.4500,1.257100
2026-02-04,29.8000000000,30.9600000000,29.4800000000,30.6700000000,4205454,127255931.1300,1.665200
2026-02-05,30.5500000000,31.3600000000,30.2500000000,31.0000000000,4380658,135478465.3800,1.734600
2026-02-06,30.7800000000,31.4500000000,30.5500000000,30.8100000000,3344179,103798231.0300,1.324200
2026-02-09,31.1400000000,31.2800000000,30.8100000000,31.1700000000,2302317,71612670.8400,0.911600
2026-02-10,31.2600000000,31.8200000000,31.1500000000,31.1700000000,2629780,82619313.4100,1.041300
2026-02-11,31.1100000000,31.2700000000,30.8000000000,30.8900000000,2709543,83892311.6900,1.072900
2026-02-12,31.1100000000,31.2200000000,30.7100000000,30.9300000000,2514714,78033125.7200,0.995700
2026-02-13,30.9500000000,31.2000000000,30.6700000000,30.6700000000,2419069,74911570.6100,0.957800
2026-02-24,30.9500000000,30.9500000000,29.9100000000,30.3600000000,4223779,128464443.7000,1.672400
2026-02-25,30.4200000000,30.7500000000,30.2000000000,30.3100000000,3585971,108998734.9100,1.419900
2026-02-26,30.3000000000,30.8400000000,30.1200000000,30.7300000000,4013348,122617526.0800,1.589100
2026-02-27,30.8000000000,30.8700000000,30.2900000000,30.5300000000,2620467,80035014.1600,1.037600
2026-03-02,30.1800000000,30.4800000000,29.6500000000,30.0800000000,3899970,117219614.1300,1.544200
2026-03-03,29.9700000000,30.3800000000,28.7000000000,29.0800000000,4549122,133730820.4400,1.801300
2026-03-04,29.0500000000,29.3600000000,27.9200000000,27.9500000000,4948769,140224309.6000,1.959500
2026-03-05,28.4200000000,28.5400000000,28.0300000000,28.2200000000,2905983,82141723.5400,1.150600
2026-03-06,28.3200000000,28.8100000000,28.0200000000,28.5800000000,2356033,67363886.2100,0.932900
2026-03-09,28.3000000000,28.3000000000,27.3400000000,27.8100000000,3653016,101244476.5000,1.446400
2026-03-10,28.3100000000,28.7400000000,28.1700000000,28.5900000000,3534684,100763878.7800,1.399600
2026-03-11,28.3400000000,29.1600000000,28.3400000000,28.7600000000,3106957,89593343.4300,1.230200
2026-03-12,28.8000000000,28.9600000000,28.4200000000,28.8500000000,2666856,76532644.0900,1.056000
2026-03-13,28.7400000000,29.6500000000,28.6400000000,28.8900000000,3156314,91873858.8000,1.249800
2026-03-16,29.0500000000,29.4400000000,28.5300000000,29.3600000000,3711905,107228633.3500,1.469800
2026-03-17,29.5100000000,30.9300000000,29.2400000000,30.2100000000,8226158,249046988.5300,3.257200
2026-03-18,30.1500000000,30.5300000000,29.3300000000,30.2700000000,7252003,216455185.7100,2.871500
2026-03-19,29.7400000000,30.2500000000,29.2300000000,29.3800000000,5230287,155045831.2700,2.071000
2026-03-20,29.4400000000,29.5700000000,28.4200000000,28.4800000000,4751130,137537523.6900,1.881200
2026-03-23,27.9800000000,28.7800000000,27.1400000000,27.2800000000,5171162,143851965.6000,2.047600
2026-03-24,27.6700000000,28.2000000000,27.0300000000,28.1000000000,3988669,109688430.4500,1.579300
2026-03-25,28.1300000000,29.3600000000,28.1200000000,29.2500000000,5252050,151648908.3000,2.079600
